student_id,first_name,last_name,gender,dob,grade_level,enrollment_date,parent_education_level,family_income,transport_mode
S9229,Derek,Walker,Female,2013-06-19,3,2021-09-17,PhD,461770,Bus
S9230,Michael,Perez,Female,2009-06-02,2,2023-07-10,Bachelor,252225,Bicycle
S9231,Gregory,Roach,Female,2017-04-22,5,2021-06-24,Bachelor,526916,Walk
S9232,Stephanie,Martinez,Female,2010-06-30,2,2023-09-11,Master,649649,Walk
S9233,Dawn,Morris,Female,2007-10-04,12,2025-08-14,None,738632,Walk
S9234,Cheryl,Burns,Female,2016-02-03,6,2022-08-30,Master,494820,Bicycle
S9235,Anthony,Humphrey,Male,2011-10-20,11,2022-02-20,High School,897129,Car
S9236,Joseph,Wells,Female,2013-10-20,11,2021-09-06,Bachelor,121609,Bicycle
S9237,Paul,Long,Male,2016-10-20,6,2023-05-04,Master,997868,Bus
S9238,Andrew,Collins,Male,2006-12-04,10,2025-05-16,PhD,836402,Bus
S9239,Christopher,Peters,Female,2017-10-05,3,2023-04-03,Bachelor,952521,Bicycle
S9240,Juan,Cameron,Female,2012-12-10,11,2022-12-29,Master,491351,Walk
S9241,Michele,Medina,Male,2015-11-27,7,2023-05-01,PhD,347750,Walk
S9242,Dylan,Osborne,Female,2010-07-25,9,2024-02-21,Bachelor,927144,Bus
S9243,Tiffany,Mendoza,Female,2007-12-27,10,2024-12-27,Master,250528,Bicycle
S9244,Kayla,Cooper,Female,2017-07-14,10,2020-09-16,PhD,979505,Bus
S9245,Charles,Blake,Male,2017-01-14,1,2024-08-07,High School,736795,Bicycle
S9246,Chad,Wood,Male,2008-05-10,10,2022-03-11,None,762691,Car
S9247,Dominique,Brown,Male,2012-03-16,1,2023-08-11,High School,616258,Bicycle
S9248,David,Harmon,Male,2015-10-25,2,2025-08-11,High School,180233,Car
S9249,Carmen,Johnson,Male,2007-11-02,10,2025-07-09,None,714704,Car
S9250,Jesse,Watkins,Female,2009-12-16,12,2024-07-05,Master,229853,Car
S9251,Timothy,Black,Female,2015-05-12,7,2021-12-10,High School,207815,Bus
S9252,David,Norris,Male,2008-07-07,7,2023-07-10,Bachelor,495668,Bicycle
S9253,Steve,Valencia,Male,2009-08-19,11,2021-12-08,High School,680850,Walk
S9254,Erin,Leblanc,Female,2013-06-09,1,2025-02-07,PhD,213220,Car
S9255,Brenda,Nicholson,Male,2019-04-17,12,2024-11-23,High School,451878,Walk
S9256,Philip,Lewis,Female,2014-05-14,4,2021-10-25,PhD,145780,Car
S9257,James,Chapman,Male,2011-09-19,4,2022-08-21,None,724449,Bicycle
S9258,Justin,Hester,Female,2017-07-06,6,2021-02-20,PhD,843475,Car
S9259,Antonio,Blankenship,Male,2017-05-04,11,2023-05-08,Bachelor,987393,Walk
S9260,Jonathan,Hester,Male,2012-05-30,3,2022-12-07,Bachelor,604926,Car
S9261,Jessica,Cox,Male,2010-01-23,6,2025-02-06,None,561557,Car
S9262,Rachel,Hernandez,Female,2017-05-26,1,2023-01-16,PhD,272673,Walk
S9263,David,Camacho,Male,2017-01-04,9,2022-02-25,None,946499,Bicycle
S9264,Michael,Keith,Male,2014-03-18,3,2024-01-06,Bachelor,332937,Bus
S9265,Diana,Harris,Female,2016-01-10,4,2024-05-14,None,75216,Bus
S9266,Michelle,Davis,Female,2018-09-11,8,2022-05-06,None,751785,Walk
S9267,Russell,Williams,Male,2006-12-11,11,2023-11-10,Bachelor,786733,Walk
S9268,Bryan,Morales,Male,2018-12-10,8,2024-05-20,Master,710183,Walk
S9269,Corey,Yang,Female,2009-12-19,7,2022-09-12,Bachelor,409816,Car
S9270,Mike,Williamson,Female,2010-09-29,7,2022-01-10,None,508826,Walk
S9271,Jeffrey,Bond,Female,2010-03-03,6,2021-03-07,Master,286183,Car
S9272,Linda,Waters,Female,2007-05-11,5,2024-07-02,PhD,161924,Car
S9273,Howard,Crawford,Female,2014-05-17,2,2024-02-24,High School,458560,Bicycle
S9274,Denise,Gonzales,Female,2012-08-24,2,2024-04-03,Bachelor,984611,Walk
S9275,Charles,Flores,Male,2014-09-25,10,2025-03-22,High School,686712,Car
S9276,Colleen,Montgomery,Male,2016-07-11,8,2023-07-12,None,922697,Walk
S9277,Daniel,Green,Male,2007-10-04,6,2023-05-15,None,722838,Bus
S9278,Jason,Phillips,Male,2011-09-21,5,2021-12-15,High School,717510,Walk
S9279,Scott,Caldwell,Male,2009-03-23,7,2025-05-01,High School,545504,Car
S9280,Elizabeth,Sexton,Male,2011-07-30,5,2022-07-14,Master,546138,Walk
S9281,Michael,Mejia,Male,2013-07-03,12,2025-03-28,PhD,123264,Walk
S9282,Chad,White,Male,2016-01-22,4,2025-05-22,Master,167358,Bus
S9283,Peter,Edwards,Male,2007-04-19,8,2025-07-25,Bachelor,678573,Walk
S9284,Andrea,Morris,Female,2013-08-19,6,2021-02-12,Master,750404,Bus
S9285,Eduardo,Green,Female,2016-03-11,3,2021-08-15,None,878134,Bus
S9286,Randy,Johnson,Female,2006-10-22,11,2023-07-14,High School,235886,Bus
S9287,Patrick,Vazquez,Female,2011-06-06,11,2024-09-13,Bachelor,677090,Bus
S9288,Cassandra,Saunders,Male,2019-04-13,1,2023-08-06,Bachelor,924680,Car
S9289,Christine,Palmer,Male,2009-03-18,7,2022-03-26,Bachelor,969131,Walk
S9290,Ricky,Hawkins,Female,2019-02-28,5,2024-05-16,Bachelor,313171,Walk
S9291,Molly,Barber,Male,2017-08-18,12,2022-08-13,PhD,897630,Bicycle
S9292,Margaret,Frank,Male,2017-04-25,5,2022-05-01,High School,213903,Bus
S9293,Kevin,Evans,Male,2013-04-22,8,2022-10-09,High School,223172,Bicycle
S9294,Colleen,Caldwell,Female,2007-05-28,12,2021-03-29,PhD,300585,Car
S9295,Daniel,Wilson,Male,2008-11-13,8,2024-07-14,PhD,99238,Bicycle
S9296,David,Spencer,Female,2018-06-30,11,2021-07-05,Master,161593,Bus
S9297,Kelly,Jackson,Male,2009-08-27,4,2022-01-25,PhD,837071,Car
S9298,Angela,Dunn,Male,2008-04-06,1,2023-10-24,None,95715,Bus
S9299,Peggy,Robinson,Male,2019-06-17,11,2025-02-27,Master,271990,Walk
S9300,Richard,Dickerson,Female,2019-06-24,9,2025-07-06,Master,726739,Bicycle
S9301,Linda,Steele,Female,2006-11-14,6,2024-10-09,Bachelor,472038,Car
S9302,Michael,Lawson,Female,2011-02-02,2,2022-12-19,Master,223747,Car
S9303,John,Stevens,Female,2019-06-04,11,2025-01-24,None,303052,Car
S9304,Amanda,Huang,Female,2018-12-17,7,2025-01-09,High School,280916,Walk
S9305,Yvette,Maxwell,Female,2018-12-22,7,2022-09-09,Bachelor,730009,Bicycle
S9306,Tony,Wilcox,Female,2013-01-23,2,2021-08-16,Bachelor,361098,Bicycle
S9307,Gabrielle,Smith,Male,2016-10-17,6,2021-09-06,None,538153,Car
S9308,Nathaniel,Everett,Female,2015-05-12,4,2022-11-05,Bachelor,843035,Bus
S9309,Joseph,Berger,Female,2007-04-22,2,2024-12-24,Master,465113,Bicycle
S9310,Kyle,Chambers,Female,2017-04-22,12,2022-02-05,PhD,428463,Bicycle
S9311,Randall,Cruz,Female,2013-01-30,7,2021-11-18,None,93804,Walk
S9312,Lisa,Ortiz,Male,2009-08-08,8,2025-01-19,Bachelor,210900,Walk
S9313,Nicole,Smith,Female,2018-02-08,12,2023-11-10,Bachelor,590894,Car
S9314,Daniel,Mueller,Male,2009-10-21,2,2023-11-09,None,641348,Walk
S9315,Nathan,Galloway,Male,2010-11-02,3,2025-01-25,Bachelor,147078,Car
S9316,Robert,Nicholson,Female,2012-05-18,6,2024-11-24,Master,666430,Car
S9317,Rachel,Miller,Male,2013-03-01,8,2023-01-16,High School,291017,Bicycle
S9318,Diana,Jefferson,Female,2014-01-07,7,2021-01-31,None,336277,Bus
S9319,Teresa,Taylor,Female,2019-05-09,3,2022-06-17,Master,371792,Walk
S9320,Mary,Guerrero,Male,2014-07-14,3,2022-11-14,PhD,937361,Bicycle
S9321,Jennifer,Mcconnell,Male,2016-05-15,9,2022-07-23,None,281398,Bicycle
S9322,Alicia,Mitchell,Male,2016-07-07,3,2021-09-05,PhD,636746,Walk
S9323,Angela,Murphy,Male,2012-08-22,1,2023-08-31,PhD,867011,Walk
S9324,Wyatt,Young,Female,2013-02-07,11,2021-10-29,High School,376523,Walk
S9325,Jason,Williams,Male,2017-11-14,3,2023-02-05,PhD,718950,Car
S9326,Cindy,Mata,Male,2015-03-28,2,2021-03-20,Bachelor,645345,Bicycle
S9327,Larry,Perry,Male,2016-04-03,9,2023-01-08,Bachelor,76819,Bicycle
S9328,David,Garcia,Female,2013-06-05,11,2021-05-28,PhD,899335,Car
S9329,Jennifer,Johnson,Male,2016-05-05,10,2021-06-13,None,622281,Bicycle
S9330,Robert,Baker,Male,2012-09-21,11,2022-01-03,Bachelor,838030,Bicycle
S9331,Bridget,Burgess,Female,2013-08-12,8,2024-09-20,PhD,75215,Bus
S9332,Tara,Garza,Female,2013-08-21,9,2025-04-16,High School,375796,Car
S9333,Jason,Conway,Female,2011-07-07,7,2022-01-07,Master,445612,Car
S9334,Katie,Price,Male,2018-03-03,7,2024-12-18,None,763039,Car
S9335,Ashley,Haynes,Male,2012-09-13,9,2024-04-07,Master,580117,Walk
S9336,Christopher,Young,Female,2014-02-16,12,2024-05-24,None,605092,Car
S9337,Andrew,Smith,Female,2012-09-29,10,2021-07-26,High School,400431,Bicycle
S9338,Rebecca,Faulkner,Male,2010-05-10,10,2021-07-20,Master,881265,Walk
S9339,John,Reyes,Female,2013-08-09,7,2025-07-05,PhD,837251,Walk
S9340,Robert,Tate,Male,2011-12-20,3,2024-12-23,Bachelor,519684,Walk
S9341,Jeffrey,Hood,Female,2009-09-04,4,2022-05-23,Bachelor,802709,Bicycle
S9342,Jennifer,Thomas,Male,2019-02-25,8,2020-12-30,None,813002,Car
S9343,Jessica,King,Female,2010-05-20,3,2024-03-25,High School,868893,Walk
S9344,Kelly,Payne,Female,2007-09-19,11,2023-03-11,Bachelor,967754,Bicycle
S9345,David,Hernandez,Female,2008-10-27,7,2021-12-25,None,98206,Car
S9346,Lisa,Mann,Male,2007-01-05,5,2024-07-04,PhD,814273,Bicycle
S9347,Jacob,Gray,Male,2016-02-02,9,2023-08-09,None,446810,Bicycle
S9348,Megan,Nelson,Male,2014-07-14,9,2021-08-06,PhD,454869,Bicycle
S9349,William,Larson,Male,2012-02-21,5,2023-10-03,Bachelor,683414,Car
S9350,Wayne,Mooney,Male,2017-09-18,4,2022-05-12,PhD,427724,Bus
S9351,Jeremy,Medina,Female,2017-04-03,10,2024-07-31,Bachelor,487348,Bus
S9352,Kathryn,Mason,Male,2019-07-26,11,2023-02-19,Bachelor,336337,Bus
S9353,Elizabeth,Patterson,Male,2008-08-19,12,2022-12-22,High School,961031,Bus
S9354,Lori,Hamilton,Male,2015-06-20,9,2023-06-20,None,177197,Bicycle
S9355,Leslie,Richard,Male,2011-06-12,5,2025-02-22,Master,491270,Bus
S9356,Matthew,Kelley,Male,2014-09-19,11,2021-10-07,High School,567954,Bicycle
S9357,Dominique,White,Male,2010-06-01,11,2025-07-26,PhD,627801,Bus
S9358,Jonathan,Tate,Male,2011-07-07,11,2022-06-03,High School,217712,Bus
S9359,Brian,Hunter,Male,2007-03-04,7,2025-04-01,High School,150453,Car
S9360,Brittany,Hill,Male,2009-12-12,1,2025-05-16,None,707649,Walk
S9361,Julie,Martin,Male,2007-07-20,10,2023-11-23,None,431484,Walk
S9362,Robert,Hudson,Male,2017-02-02,2,2022-01-02,High School,304139,Bicycle
S9363,Kristin,Johnson,Male,2007-09-24,11,2023-02-08,None,355228,Bus
S9364,Michael,Hartman,Male,2011-07-11,2,2025-01-24,High School,558595,Bus
S9365,Marcus,Morales,Male,2016-10-08,4,2023-12-29,None,625945,Bicycle
S9366,Alan,Freeman,Female,2006-09-25,3,2022-12-16,None,924243,Bus
S9367,Kathleen,Ewing,Male,2010-10-21,10,2023-10-13,Bachelor,683754,Bus
S9368,Kevin,Rojas,Male,2010-07-26,2,2022-08-22,Master,559563,Car
S9369,Colin,Harvey,Female,2006-11-03,10,2025-03-28,None,58181,Bus
S9370,Steven,Collins,Male,2019-01-30,11,2023-11-17,PhD,719887,Bus
S9371,Heidi,Mitchell,Female,2013-07-17,7,2025-01-25,Bachelor,933839,Walk
S9372,Adam,Conrad,Male,2009-10-05,5,2025-04-24,Bachelor,605324,Walk
S9373,Victor,Martinez,Female,2011-06-18,4,2025-01-01,PhD,865915,Bicycle
S9374,Thomas,Ball,Male,2016-04-24,6,2025-08-22,None,377801,Car
S9375,Shannon,Sellers,Female,2012-06-12,5,2023-10-25,Master,698865,Bus
S9376,Dominique,Hull,Male,2018-08-18,8,2022-03-19,None,991526,Bicycle
S9377,Charles,Walker,Male,2012-07-05,3,2022-06-10,Master,197462,Walk
S9378,Catherine,Gomez,Male,2008-02-01,5,2024-10-04,None,98850,Walk
S9379,Michael,Rice,Male,2010-07-27,9,2022-06-22,High School,346780,Bus
S9380,David,Odonnell,Male,2008-01-09,4,2021-07-19,High School,168757,Bicycle
S9381,John,Thomas,Male,2009-12-22,1,2023-04-22,Bachelor,952950,Walk
S9382,Christopher,Smith,Male,2011-09-19,5,2025-05-18,None,622925,Walk
S9383,Howard,Gomez,Male,2006-12-07,11,2023-09-10,Bachelor,245981,Bicycle
S9384,Jennifer,Williams,Female,2018-12-13,3,2022-01-24,Bachelor,204723,Bus
S9385,Whitney,Long,Male,2007-10-07,2,2022-08-15,High School,167129,Bus
S9386,Kimberly,Reed,Female,2019-05-27,8,2021-08-28,PhD,413145,Car
S9387,Thomas,Williams,Male,2008-12-02,9,2023-07-01,High School,225600,Bicycle
S9388,Gary,Anderson,Female,2010-01-17,11,2025-07-06,None,156445,Bus
S9389,Jennifer,Fletcher,Female,2019-01-14,8,2022-03-21,PhD,166199,Bus
S9390,Jessica,Graham,Female,2008-07-18,8,2021-05-10,PhD,481420,Walk
S9391,Jason,Freeman,Male,2010-04-30,3,2023-06-11,Bachelor,150506,Car
S9392,Katherine,Navarro,Male,2016-09-24,9,2020-09-24,Master,967160,Car
S9393,Marcus,Vega,Male,2015-10-14,7,2021-10-18,Master,295221,Bus
S9394,Gary,Smith,Male,2011-08-25,3,2025-02-18,None,694655,Car
S9395,Eric,Mullins,Male,2008-03-08,8,2022-06-21,Bachelor,268854,Bus
S9396,Jeremy,Lin,Female,2018-03-01,11,2022-06-01,None,428550,Walk
S9397,Amy,Baxter,Male,2013-01-04,10,2021-06-12,PhD,344662,Bus
S9398,Nancy,Fitzgerald,Male,2019-07-27,11,2022-04-29,Bachelor,78802,Bicycle
S9399,Timothy,Goodman,Female,2008-09-06,6,2025-07-04,None,603247,Car
S9400,Nancy,Boyle,Female,2015-08-14,3,2023-09-09,PhD,355359,Bicycle
S9401,Brenda,Liu,Female,2006-12-15,8,2023-07-06,None,293987,Bicycle
S9402,Yvette,Gutierrez,Female,2013-04-08,7,2021-06-11,Master,689601,Bicycle
S9403,Reginald,Thompson,Male,2008-08-15,12,2024-02-05,None,636292,Walk
S9404,Rebecca,Chavez,Male,2008-05-23,11,2023-12-28,Master,461779,Car
S9405,Robert,Wade,Female,2016-02-13,1,2022-11-06,Bachelor,584707,Walk
S9406,Diane,Jackson,Female,2010-11-14,6,2021-07-24,None,138301,Bicycle
S9407,Nicole,Schwartz,Male,2012-11-28,8,2022-01-11,High School,526643,Bicycle
S9408,Nicole,Gray,Male,2018-09-23,12,2023-01-17,High School,625141,Walk
S9409,Derrick,Osborne,Male,2015-01-17,2,2023-05-19,PhD,297734,Walk
S9410,Lori,Zimmerman,Male,2012-12-07,6,2021-06-24,None,144362,Walk
S9411,Valerie,Martin,Male,2018-09-28,4,2025-05-22,Bachelor,79033,Bicycle
S9412,Thomas,Murphy,Male,2007-10-11,7,2021-07-17,PhD,82541,Bus
S9413,Richard,Carpenter,Male,2008-06-27,6,2023-06-17,None,237454,Car
S9414,Danielle,Schultz,Male,2015-04-10,7,2025-02-22,Bachelor,117335,Bus
S9415,Brandi,Shaw,Female,2013-10-11,11,2024-07-16,Bachelor,947435,Bicycle
S9416,Tiffany,Wagner,Male,2017-10-28,12,2020-09-09,None,533276,Bus
S9417,Tommy,Woods,Female,2008-05-28,5,2023-10-26,PhD,418725,Bicycle
S9418,Margaret,Mcgee,Female,2011-09-21,9,2021-03-19,PhD,475238,Walk
S9419,Alyssa,Salazar,Male,2009-10-11,3,2022-04-09,Bachelor,919750,Bus
S9420,Jenny,Romero,Female,2010-06-18,12,2021-12-07,PhD,76465,Car
S9421,Shannon,Davis,Female,2010-05-07,9,2021-11-25,None,308424,Bus
S9422,Lauren,Pena,Male,2010-04-21,2,2025-02-09,None,839644,Car
S9423,William,Wise,Female,2010-11-27,12,2024-11-06,Master,574128,Bicycle
S9424,Michael,Patton,Female,2014-05-26,8,2025-03-27,Master,995940,Bus
S9425,Dawn,Calderon,Female,2012-06-09,3,2021-06-09,Bachelor,641915,Bicycle
S9426,Kristin,Thomas,Male,2011-11-16,2,2025-04-29,Master,90905,Walk
S9427,Cynthia,Reilly,Male,2018-06-20,8,2025-07-19,Master,371308,Car
S9428,Joseph,Morton,Male,2017-01-19,8,2024-10-11,Master,845221,Bus
S9429,Tammy,Wells,Male,2017-01-16,3,2023-06-04,High School,632084,Bus
S9430,Heather,Coleman,Female,2015-05-07,12,2022-07-11,Bachelor,291175,Car
S9431,Heather,Morrison,Female,2018-03-22,9,2024-01-26,High School,511822,Bicycle
S9432,Olivia,Thompson,Male,2017-07-28,6,2025-05-29,High School,813917,Walk
S9433,Megan,Mitchell,Male,2015-12-08,10,2021-03-29,Bachelor,717010,Walk
S9434,Edward,Perez,Female,2018-08-03,9,2020-10-28,PhD,632619,Bicycle
S9435,Veronica,Garcia,Male,2015-02-22,6,2022-04-26,PhD,573083,Walk
S9436,Gregory,Travis,Female,2019-03-12,3,2021-07-04,PhD,687202,Walk
S9437,Patrick,Martinez,Male,2014-06-25,11,2021-09-12,Bachelor,784619,Bicycle
S9438,James,Burns,Male,2011-03-21,3,2023-01-23,Bachelor,81470,Walk
S9439,Tina,Bautista,Female,2017-12-29,11,2021-01-03,Master,254942,Car
S9440,Colleen,Richards,Female,2016-05-18,5,2020-10-26,PhD,349890,Car
S9441,Nancy,Flynn,Male,2010-10-13,11,2022-12-17,Master,310531,Walk
S9442,Judith,Krause,Female,2018-01-15,12,2020-11-07,Master,884733,Car
S9443,Rose,Salazar,Male,2009-04-25,12,2024-09-02,High School,682092,Bus
S9444,Frank,Rodriguez,Female,2008-10-30,11,2024-04-11,Master,474947,Walk
S9445,Walter,Miller,Male,2009-06-14,8,2024-01-22,High School,399689,Walk
S9446,Michael,Mathis,Male,2012-02-15,5,2023-11-30,None,459394,Walk
S9447,Carlos,Rodriguez,Male,2018-08-08,2,2024-03-23,Master,494729,Walk
S9448,Michael,Miller,Male,2017-03-24,5,2021-08-03,None,172359,Car
S9449,Elizabeth,Sharp,Male,2016-08-17,2,2021-01-12,Bachelor,467708,Walk
S9450,Nathan,Sanchez,Female,2010-01-02,12,2023-02-17,Bachelor,235653,Bicycle
S9451,Teresa,Padilla,Male,2008-08-17,7,2023-06-18,High School,888557,Bicycle
S9452,Michael,Howard,Male,2018-02-06,4,2025-07-18,High School,432140,Bicycle
S9453,Linda,Graham,Male,2009-05-06,5,2022-07-15,Bachelor,329282,Car
S9454,Kara,Lee,Female,2016-02-03,12,2021-04-19,None,826152,Car
S9455,John,Lopez,Male,2016-04-20,5,2021-04-03,Bachelor,204453,Bus
S9456,Christopher,Little,Male,2007-04-02,2,2025-01-23,Master,406027,Car
S9457,Raymond,Sanchez,Female,2010-07-06,5,2023-01-16,PhD,398598,Bicycle
S9458,Angela,Arnold,Female,2007-11-16,3,2024-01-04,None,712465,Car
S9459,Troy,Tran,Male,2010-09-22,11,2022-06-27,Bachelor,446954,Walk
S9460,Kristen,Mcfarland,Male,2008-08-02,6,2024-03-23,None,219261,Bus
S9461,Jessica,Underwood,Male,2012-04-12,7,2021-11-15,Bachelor,838981,Bicycle
S9462,Joshua,Dalton,Male,2011-03-28,5,2020-10-27,Master,352276,Walk
S9463,Heather,Sanders,Female,2009-12-17,3,2022-02-08,Bachelor,512345,Walk
S9464,Matthew,Taylor,Female,2017-06-29,4,2021-07-02,PhD,698356,Bicycle
S9465,Madison,Armstrong,Female,2013-07-30,11,2021-06-02,PhD,901424,Bus
S9466,Allison,Williams,Female,2006-11-11,4,2020-09-13,None,114125,Bicycle
S9467,Jennifer,Rose,Female,2017-07-26,2,2021-03-28,Bachelor,436488,Bus
S9468,Jeremy,Smith,Male,2019-06-03,5,2022-05-30,Master,976357,Walk
S9469,Morgan,Cook,Male,2007-05-09,1,2023-12-03,Bachelor,538151,Walk
S9470,Samuel,Singh,Female,2012-02-15,6,2024-01-07,High School,129922,Bus
S9471,Richard,Torres,Male,2008-09-19,3,2021-10-07,Bachelor,474151,Car
S9472,Dakota,Massey,Male,2017-02-07,12,2022-12-29,Master,611064,Bicycle
S9473,Jessica,Shaw,Male,2007-07-15,5,2024-11-07,High School,830955,Bus
S9474,Billy,Lopez,Male,2011-10-02,5,2021-06-06,Master,63889,Bicycle
S9475,Kathleen,Thompson,Female,2016-09-17,12,2023-11-13,PhD,458164,Bus
S9476,Molly,Combs,Male,2018-05-26,7,2024-08-06,PhD,707095,Bicycle
S9477,Paul,Campbell,Male,2011-12-17,12,2022-04-30,Master,374546,Bus
S9478,Catherine,Ramirez,Male,2008-05-19,2,2022-02-04,PhD,564939,Bus
S9479,Joseph,Lewis,Female,2012-12-16,6,2025-05-25,None,495372,Bus
S9480,Mark,Bell,Female,2008-04-26,8,2024-12-12,None,416997,Bus
S9481,Erika,Bender,Male,2018-02-06,2,2022-07-05,High School,383888,Bus
S9482,Ronald,Weber,Male,2012-10-10,12,2021-03-21,High School,135350,Bicycle
S9483,Lori,Ortiz,Male,2015-11-21,1,2021-03-12,Bachelor,848532,Bus
S9484,Eric,Lopez,Male,2009-02-03,8,2023-04-17,High School,635023,Bicycle
S9485,Katherine,Beck,Male,2018-01-07,11,2020-10-06,High School,168300,Walk
S9486,Jose,Thomas,Male,2015-10-31,9,2021-12-18,Master,981726,Bus
S9487,Daniel,Melton,Female,2009-06-27,12,2023-08-22,PhD,624615,Car
S9488,Melissa,Villa,Male,2015-12-19,6,2022-12-25,None,941779,Bicycle
S9489,Paul,Obrien,Female,2018-10-08,7,2024-02-05,PhD,683875,Bicycle
S9490,Alyssa,Acosta,Female,2013-11-11,3,2023-08-23,None,114649,Bus
S9491,David,Robinson,Female,2007-03-23,2,2024-10-05,Bachelor,928861,Car
S9492,David,Burns,Male,2013-08-19,5,2024-03-10,Master,64512,Bicycle
S9493,Jerry,Blackwell,Male,2010-03-04,8,2025-08-09,High School,308674,Bicycle
S9494,Brett,Carpenter,Male,2013-07-03,12,2022-12-19,Bachelor,656931,Car
S9495,Ana,Palmer,Male,2016-08-15,9,2025-06-06,Bachelor,825807,Car
S9496,Maria,Snyder,Female,2018-07-12,6,2024-08-13,Master,781412,Bicycle
S9497,Jennifer,Garcia,Male,2012-10-29,8,2022-02-18,PhD,578317,Walk
S9498,Gerald,Stevens,Male,2015-09-02,1,2023-10-21,Bachelor,379663,Bicycle
S9499,Isabella,Allen,Female,2012-07-14,10,2023-06-13,Master,742141,Walk
S9500,Leonard,Allison,Female,2016-06-14,8,2024-10-05,Master,66639,Bicycle
S9501,Patty,Porter,Female,2011-07-04,12,2024-07-09,None,92321,Car
S9502,Sarah,Flowers,Male,2016-04-12,10,2021-12-15,Bachelor,815212,Bus
S9503,Mark,Williamson,Female,2008-11-01,1,2024-06-07,Bachelor,907009,Walk
S9504,Michelle,Morrison,Male,2015-06-30,4,2025-07-29,Bachelor,897761,Bicycle
S9505,Sarah,Fuller,Male,2018-12-27,3,2024-11-15,PhD,422836,Bicycle
S9506,Tara,Aguilar,Female,2014-12-31,7,2025-02-14,None,946107,Bicycle
S9507,April,Montes,Male,2015-02-06,6,2023-06-25,Bachelor,759375,Bicycle
S9508,Edward,Martin,Female,2010-10-08,1,2024-04-30,Master,392520,Bus
S9509,Gregory,Fitzpatrick,Male,2012-12-26,2,2023-08-11,None,142906,Car
S9510,Tina,Cole,Male,2019-03-08,7,2023-12-24,High School,745505,Walk
S9511,Susan,Ramos,Female,2014-02-01,5,2024-03-07,Bachelor,158824,Bus
S9512,Michael,Snyder,Male,2007-03-02,5,2020-10-24,Bachelor,660719,Car
S9513,Tonya,Patel,Male,2008-07-11,9,2025-03-05,Bachelor,874367,Walk
S9514,Jorge,Garcia,Female,2009-02-13,7,2024-08-28,Bachelor,302080,Car
S9515,Matthew,Newman,Male,2011-12-08,5,2023-02-01,High School,543490,Bicycle
S9516,Daisy,Lopez,Female,2018-03-22,1,2023-08-24,Master,807843,Bicycle
S9517,Caitlin,Fields,Female,2016-10-31,6,2020-11-18,Master,989578,Walk
S9518,Zachary,Gibson,Female,2008-05-31,5,2020-10-21,PhD,901881,Car
S9519,Robin,Craig,Male,2012-12-17,6,2024-02-05,None,228743,Walk
S9520,Sandra,Pollard,Female,2012-10-30,12,2023-02-03,PhD,919741,Car
S9521,Tamara,Marquez,Female,2012-09-19,8,2021-03-30,PhD,936782,Bus
S9522,Natasha,Schultz,Male,2007-11-11,11,2025-08-13,Master,894559,Car
S9523,Jake,Dean,Male,2008-06-22,3,2025-02-18,Master,667599,Walk
S9524,Dennis,Cox,Female,2013-07-23,10,2021-06-15,Master,393676,Walk
S9525,Sean,Harris,Male,2009-01-29,10,2024-02-13,Master,570461,Car
S9526,Nicole,Santos,Male,2014-07-12,3,2023-12-20,None,909761,Walk
S9527,Richard,Brown,Female,2011-04-20,5,2021-06-06,None,508916,Bus
S9528,John,Harrison,Male,2014-09-25,9,2023-04-08,Bachelor,846506,Bus
S9529,Jason,Henry,Female,2007-10-15,10,2023-03-01,None,185164,Car
S9530,William,Scott,Male,2010-10-23,7,2021-08-10,PhD,825732,Car
S9531,Melissa,Thompson,Female,2013-03-26,6,2023-10-19,High School,927822,Car
S9532,Bryan,Wilson,Male,2019-08-25,12,2022-06-05,High School,758538,Bicycle
S9533,Alan,Herrera,Female,2016-06-16,12,2022-03-23,High School,399919,Walk
S9534,Michael,Carpenter,Female,2017-04-02,7,2023-10-18,None,377462,Walk
S9535,Alyssa,Hill,Female,2010-07-30,12,2021-08-22,High School,72822,Car
S9536,Matthew,Hancock,Male,2015-01-16,9,2023-07-24,Bachelor,197573,Bus
S9537,Monique,Hernandez,Female,2010-11-05,4,2023-03-20,High School,326259,Bicycle
S9538,Kristine,Morales,Male,2015-08-02,2,2024-04-17,PhD,677906,Bicycle
S9539,Bradley,Chavez,Female,2017-03-23,4,2020-11-27,Master,200914,Walk
S9540,Crystal,Ibarra,Female,2017-01-11,6,2021-06-04,PhD,986484,Walk
S9541,Lori,Miller,Male,2016-08-18,12,2021-10-14,PhD,93061,Car
S9542,Evelyn,Cooper,Male,2016-10-08,12,2020-10-12,PhD,119160,Bicycle
S9543,Austin,Gray,Male,2016-02-19,7,2025-07-26,None,307120,Walk
S9544,Mia,Smith,Male,2015-08-05,1,2020-09-03,PhD,904801,Car
S9545,Kristen,Burns,Female,2011-04-29,5,2022-11-11,None,604844,Car
S9546,Kyle,Sanders,Male,2017-11-29,7,2022-05-19,Master,106855,Walk
S9547,Amy,Harding,Male,2010-11-27,11,2024-01-18,PhD,258893,Bus
S9548,April,Turner,Male,2013-10-25,8,2023-01-31,PhD,616532,Bus
S9549,Chelsea,Ramirez,Male,2012-12-14,11,2025-03-03,None,82941,Walk
S9550,Heather,Wilson,Female,2012-07-29,8,2020-12-31,Master,572894,Bicycle
